,labels,text,label_text
859,4,expresses serious concern that the Government's decisions risk removing key support for business and industry at a critical moment in the economic cycle,Economy
860,4,further believes that cutting investment allowances will pull away vital support for manufacturers seeking to invest and grow,Economy
861,4,further notes that the Government's scaling back of the regional development agencies at a time when recovery is fragile will impact on investment vital for regional economies,Economy
862,4,and regrets the coalition Government's decision to place a question mark over a number of vital industrial support decisions taken by the previous Government.,Economy
863,1,"That this House takes note of European Union Document No. SEC(2010) 473, Statement of Estimates of the European Commission for the financial year 2011",External Relations
864,1," and supports the Government's efforts to maintain the 2011 EU budget at the cash levels equivalent to the 2010 budget, while ensuring better value for money in EU expenditure.",External Relations
865,5,"That this House believes that whilst housing benefit is in need of reform, the Government's proposals will mean significant losses for hundreds of thousands of working families and pensioners and risk spending an additional Â£120 million on the cost of providing temporary accommodation",Welfare and Quality of Life
866,5," and calls on the Government to bring forward revised proposals for the reform of housing benefit which do not penalise those who have been unable to secure employment within 12 months, and which ensure that any proposals are implemented on a revised timetable which allows councils, tenants and landlords to adjust, allows the impact on rents to be observed and understood, and avoids additional spending on temporary accommodation.",Welfare and Quality of Life
867,6,"That this House calls on Her Majesty's Government to act on the overwhelming public concern about the present scale of immigration by taking firm measures to reduce immigration without excluding those individuals who are genuinely essential to economic recovery, on which so much else depends.",Fabric of Society
868,5,"That this House believes that the Government should publish a White Paper on higher education in England, setting out the full detail of its plans for higher education funding and student finance before asking Parliament to vote on whether to raise the fee cap",Welfare and Quality of Life
869,5,is concerned that major questions about how the Government's market in higher education is intended to work remain unanswered,Welfare and Quality of Life
870,5,is concerned that recent graduates will be responsible for repaying loans for up to 30 years because the teaching grant is being cut by 80 per cent.,Welfare and Quality of Life
871,5,and urges the Higher Education Minister to bring forward publication of the White Paper.,Welfare and Quality of Life
872,3,That this House regrets the unnecessarily high costs and inadequacies of the systems introduced by the Independent Parliamentary Standards Authority (IPSA),Political System
873,3," calls on the IPSA to introduce a simpler scheme of office expenses and Members' allowances that cuts significantly the administrative costs, reduces the amount of time needed for administration by Members and their staff, does not disadvantage less welloff Members and those with family responsibilities, nor deter Members from seeking reimbursement of the costs of fulfilling their parliamentary duties",Political System
874,3," and resolves that if these objectives are not reflected in a new scheme set out by the IPSA in time for operation by 1 April 2011, the Leader of the House should make time available for the amendment of the Parliamentary Standards Act 2009 to do so.",Political System
875,5,That this House believes that disadvantaged young people should gain greater access to further and higher education,Welfare and Quality of Life
876,5,recognises the valuable role that the education maintenance allowance (EMA) has played in supporting young people from less well-off backgrounds to participate and succeed in education,Welfare and Quality of Life
877,5," further recognises how EMA has supported choice for students in post-16 education, allowing them to travel to the best institution for their studies, which is of particular importance in rural areas",Welfare and Quality of Life
878,5," further notes that EMA is used by the majority of recipients to fund travel to college, as well as books and equipment, and allows recipients to focus on their studies rather than taking a part-time job",Welfare and Quality of Life
879,5," notes that EMA has been retained in Scotland, Wales and Northern Ireland",Welfare and Quality of Life
880,5,further notes research from the Institute for Fiscal Studies stating that EMA costs are completely offset by its benefits in raising participation,Welfare and Quality of Life
881,5,further notes the inquiry into educational access announced by the Education Select Committee,Welfare and Quality of Life
882,5," and calls on the Government to rethink its decision on EMA, retaining practical support to improve access to, interest in and participation in further and higher education.",Welfare and Quality of Life
883,4,"That this House notes that the horseracing industry supports employment of 100,000 people in Britain and that the racing industry contributes Â£3.5 billion to the UK economy each year",Economy
884,5,celebrates the contribution the industry makes to the cultural and sporting landscape of Britain,Welfare and Quality of Life
885,5,recognises Newmarket's role as the global headquarters of racing,Welfare and Quality of Life
886,4,but further notes that the horseracing betting levy yield has been falling in recent years,Economy
887,4,further recognises the changing nature of the gambling industry,Economy
888,4,is concerned that betting operators are increasingly based offshore and so do not fully contribute to the levy,Economy
889,4,and considers that the Government should bring forward proposals to improve the system of funding for racing and the relationship between racing and bookmakers before the end of 2011.,Economy
890,4,"That this House notes that the Business Secretary in June 2010 called the Department for Business, Innovation and Skills (BIS) the department of growth",Economy
891,4,believes that the overriding priority is growth and jobs,Economy
892,4," expresses deep concern that after nine months BIS has failed to deliver this promise on growth, that the Growth White Paper is still not published, that the dismantling of regional development agencies is 'chaotic', that local enterprise partnerships lack powers and resources, and that regional development funding is slashed and grants for business investment abolished, causing oversubscription to the Regional Growth Fund",Economy
893,4,regrets the refusal of the Sheffield Forgemasters loan,Economy
894,4," notes with concern that responsibility for the digital economy has been transferred to another department without consultation with business or rationale, that there has been no progress in securing lending to small businesses, while bank taxes have been cut, and that BIS has failed to persuade departments not to change planning policies and public services which damage jobs and growth",Economy
895,5," further notes the sharp reductions in adult training, that there is no longer a 10-year science funding strategy, and that BIS is prioritising unfair and damaging reforms to universities instead of enabling them to support growth",Welfare and Quality of Life
896,4,notes the lack of strategy or leadership for key sectors vital to rebalancing the economy,Economy
897,4,shares the CBI Director General's concern that the Government has no plan for growth and that BIS is a 'talking shop',Economy
898,4,and calls on the Government to take decisive action to remedy the deficiencies in that Department.,Economy
899,4,That this House notes with alarm recent evidence showing a fourfold increase in the use of payday lending since the beginning of the recession and that high cost credit lenders advanced approximately Â£7.5 billion to low and middle income consumers in 2008 alone,Economy
900,4," recognises the problems of financial exclusion, lack of financial and debt management education, lack of price competitiveness in the unsecured lending market and the near monopoly positions of many large lenders which contribute to the high costs of borrowing",Economy
901,4," considers that without action these factors could worsen family debt, poverty and financial difficulties to the detriment of the economic recovery",Economy
902,4," therefore calls upon the Government to introduce, alongside measures to increase access to affordable credit, regulatory powers that put in place a range of caps on prices in areas of the market in unsecured lending which are non price-competitive, likely to cause detriment to consumers or where there is evidence of irresponsible practice",Economy
903,4," and believes that such caps should take account of the desirability of maintaining access to affordable and responsible credit, the likely impact on the supply of credit and the cost of enforcement, that they should be regularly reviewed and that they should use the total cost of credit, calculated on a yearly basis, to ensure that lender avoidance and distortions in price are prevented.",Economy
904,7,"That this House believes that the Government was wrong to cancel the Future Jobs Fund that would have created 200,000 jobs for young people",Social Group
905,3," further believes that the Government's economic policies have slowed economic growth, raised youth unemployment and created the highest graduate unemployment for over a decade",Political System
906,7,further believes that urgent action is now required to stop a generation of young people being lost to worklessness,Social Group
907,7,and calls on the Government to commission an independent assessment of the Future Jobs Fund to report to Parliament before the Government's Work Programme is implemented and to evaluate whether a guarantee and requirement of work incorporated into the Programme would bring down youth unemployment in the short and longer term and limit steep rises in welfare payments.,Social Group
908,1,That this House recognises the valiant service and sacrifice given by the members of UK armed forces in the defence and security of the UK,External Relations
909,1,notes concerns about the current level of support provided to veterans and the families of service personnel,External Relations
910,7," and calls on the Government adequately to fund aftercare services for veterans, including those who have physical disabilities or mental illness, to provide the best support to the families of those who have died as a result of their service, and to honour in full its commitments in relation to the Military Covenant.",Social Group
911,4,"That this House recognises that rising world oil, food and commodity prices are increasing the cost of living and adding to the squeeze on families on low and middle incomes across Britain",Economy
912,4," believes this has been compounded by the Governmentâs decision to increase VAT to 20 per cent., which will cost a family with children an annual average of Â£450, has helped to push up the consumer prices index annual inflation to 4 per cent. and, according to the House of Commons Library, is adding Â£1.35 to the cost of filling up a vehicle with a 50 litre tank",Economy
913,4,notes that the AA announced last week that the cost of unleaded petrol has now reached an average of Â£6 a gallon and that the fuel duty stabiliser promised in the 2010 Conservative Party manifesto has not yet been announced or implemented,Economy
914,4," further notes that the previous administration regularly postponed planned fuel duty rises when world oil prices were increasing sharply, as they are now",Economy
915,4," and demands that the Government takes immediate steps to reverse Januaryâs VAT rise on road fuels, using the extra Â£800 million from the bank levy and securing the appropriate EU derogation, in order to provide relief to hard-pressed motorists and, at the time of the Budget, looks again at the annual duty rise due in April.",Economy
916,5,That this House supports the founding principles of the National Health Service (NHS),Welfare and Quality of Life
917,5," therefore welcomes the improvements patients have seen in the NHS and supports steps further to ensure the NHS is genuinely centred on patients and carers, achieves quality and outcomes that are among the best in the world, refuses to tolerate unsafe care, involves clinicians in decision-making and enables healthcare providers to innovate, improves transparency and accountability, is more efficient and gives citizens greater say",Welfare and Quality of Life
918,5," recognises however that all of those policies and aspirations can be achieved without adopting the damaging and unjustified market-based reorganisation that is proposed, and already being implemented, by the Government",Welfare and Quality of Life
919,5," notes the strength of concerns being raised by independent experts, patient groups and professional bodies about the Governmentâs NHS reorganisation",Welfare and Quality of Life
920,5,further notes the similar concerns expressed by the Liberal Democrat Party spring conference,Welfare and Quality of Life
921,5,and therefore urges the Government to halt the implementation of the reorganisation and pause the progress of the legislation in order to re-think their plans and honour the Prime Ministerâs promise to protect the NHS.,Welfare and Quality of Life
922,5,That this House notes the growing concerns over the Governmentâs handling of the NHS and the effect its policies are having on hospitals and patient care,Welfare and Quality of Life
923,5," and calls on the Government to uphold the Coalition Agreement promise to stop the top-down reorganisations of the NHS which have got in the way of patient care, to use the present pause in the progress of the Health and Social Care Bill to make fundamental changes, including dropping the damaging and unjustified market-based approach, and to concentrate efforts instead on achieving sound efficiencies, better clinical quality and improved integration of services.",Welfare and Quality of Life
924,5,That this House welcomes the Fish Fight campaign,Welfare and Quality of Life
925,5," and calls on the Government to vote against proposed reforms of the EU Common Fisheries Policy unless they implement an ecosystems-based approach to fisheries management, end discards in relation to all fish and shellfish with derogation only for species proven to have a high survival rate on discarding, require that all fish and shellfish are harvested at sustainable levels by 2015, ensure the involvement of fishers and other stakeholders in decision-making processes and enable the UK to introduce higher standards of management and conservation in respect of all vessels fishing within its territorial waters, taking into particular account vessel size and environmental impact.",Welfare and Quality of Life
926,4,"That this House notes the Sixth Report from the Foreign Affairs Committee, The Implications of Cuts to the BBC World Service, HC 849",Economy
927,2,endorses the Committeeâs support for the World Serviceâs invaluable work in providing a widely respected and trusted news service in combination with high-quality journalism to many countries,Freedom and Democracy
928,2,considers that the unfolding events in North Africa and the Middle East demonstrate the continuing importance of the soft power wielded through the World Service,Freedom and Democracy
929,4,believes that the value of the World Service far outweighs its relatively small cost,Economy
930,4,and invites the Government to review its decision to cut spending on the World Service by 16 per cent.,Economy
931,6,That this House opposes changing the maximum discount for custodial sentences to up to 50% for those who plead guilty.,Fabric of Society
932,6,"That this House opposes the Governmentâs cuts leading to over 12,000 fewer police officers across England and Wales",Fabric of Society
933,6,believes that the 20 per cent. cut to central Government funding to the police goes far beyond the assessment of HM Inspectorate of Constabulary of efficiency savings that are possible without affecting frontline services,Fabric of Society
934,6,calls on the Government to withdraw plans for American-style police and crime commissioners for which there will be no checks or balances,Fabric of Society
935,6," and believes that the Government is making it harder for the police to cut crime by weakening the National DNA Database, leading to the loss of 1,000 criminal matches per year",Fabric of Society
936,6," ending anti-social behaviour orders, increasing bureaucracy on CCTV, creating serious loopholes in child protection and failing to develop any cross-Governmental strategy to cut crime.",Fabric of Society
937,5,That this House directs the Government to use its powers under section 12 of the Animal Welfare Act 2006 to introduce a regulation banning the use of all wild animals in circuses to take effect by 1 July 2012.,Welfare and Quality of Life
938,2,"That this House takes note of European Union Documents No. 10610/11 and Addenda 1 and 2 relating to the Draft Directive establishing minimum standards on the rights, support and protection of victims of crime, No. 10613/11 and Addenda 1 and 2 relating to the Draft Regulation on mutual recognition of protection measures in civil matters, No. 10612/11 and Addenda 1 and 2 relating to a Commission Communicationâstrengthening victimsâ?rights in the EU and the unnumbered Explanatory Memorandum dated 16 May 2011 relating to a Council Resolution on a Roadmap for strengthening the rights and protection of victims, in particular in criminal proceedings",Freedom and Democracy
939,2," and welcomes the opportunity to consider views on whether the UK should opt in to the draft Directive establishing minimum standards on the rights, support and protection of victims and the Draft Regulation on mutual recognition of protection measures in civil matters.",Freedom and Democracy
940,4,That this House believes that young people face a more uncertain future which may not offer the increased opportunities and prosperity enjoyed by their parents and their grandparents,Economy
941,4," notes that, following the Governmentâs decision to cut public spending too far and too fast, it has targeted young people with cuts, resulting in nearly one million young people not in education, employment or training",Economy
942,5," further notes with concern that there were no university places for around 100,000 applicants this year, that tuition fees are trebling, university places will be cut next year and many universities will lose popular courses",Welfare and Quality of Life
943,4," highlights that the proportion of apprenticeship places for 16 to 18 year olds has decreased by 11 per cent., new apprenticeships are providing mainly short-term training for older workers, the Future Jobs Fund has been scrapped, the apprenticeship guarantee abandoned, Education Maintenance Allowance ended, homelessness has risen and homebuilding is at a 90-year low",Economy
944,4,believes the Government must take action to secure business growth to create opportunities for young people,Economy
945,4," resolves that the Government should repeat the bank bonus levy to create over 100,000 jobs through a youth jobs fund, to build 25,000 affordable homes and to support business through increased funding for the Regional Growth Fund",Economy
946,4,calls on the Government to expand apprenticeships for young people and to ensure that public sector contractors offer apprenticeships,Economy
947,4," and further calls on the Government to enact a temporary VAT cut to boost consumer spending, business confidence and support the UKâs high streets.",Economy
948,4,"That this House notes that there has been no growth in the UK economy over the last nine months, compared to 1.8 per cent. growth in the previous nine months",Economy
949,4," further notes that families are feeling the squeeze, unemployment is rising again and the recovery was choked off last autumn, well before the eurozone crisis of recent months",Economy
950,4,further notes that borrowing is forecast to be Â£46 billion higher than planned because of the slower growth and higher unemployment arising from the Governmentâs policy of cutting spending and raising taxes too far and too fast,Economy
951,4,further believes that the Government need a plan for jobs and growth if the deficit is to be reduced in a sustainable way,Economy
952,4," and calls on the Government to implement a steadier deficit plan and the Oppositionâs five point plan for jobs, which includes a tax on bank bonuses to fund 100,000 jobs for young people, bringing forward long-term investment projects, reversing temporarily the VAT increase to provide an average Â£450 increase for a couple with children, implementing a one-year cut in VAT on home improvements, repairs and maintenance to five per cent, and a one-year national insurance tax break for small firms taking on extra workers.",Economy
953,3,"That this House calls for the full disclosure of all Government-related documents, including Cabinet minutes, relating to the 1989 Hillsborough disaster",Political System
954,3,requires that such documentation be uncensored and without redaction,Political System
955,3,and further calls for the families of the 96 and the Hillsborough Independent Panel to have unrestricted access to that information.,Political System
956,3,That this House recalls that the Prime Minister made a series of personal pledges on the NHS in the run up to the General Election which were carried over to the Coalition Agreement,Political System
957,3,believes it is now clear he has failed to honour three of the headline commitments in the Coalition Agreement,Political System
958,5," notes firstly that Treasury figures from July 2011 confirm that NHS spending fell in real terms in 2010-11, contrary to the guarantee that health spending will increase in real terms in each year of the Parliament",Welfare and Quality of Life
959,5," notes secondly recent central approval of changes to hospital services, in breach of a moratorium on such changes",Welfare and Quality of Life
960,5," notes thirdly the Prime Ministerâs continuation, despite widespread opposition, with the Health and Social Care Bill, contrary to the pledge in the Coalition Agreement to stop top-down reorganisations of the NHS",Welfare and Quality of Life
961,5,believes there is mounting evidence that the combination of an unprecedented financial challenge combined with the biggest reorganisation in the history of the NHS is damaging patient care and leading to longer waiting times,Welfare and Quality of Life
962,5,is concerned that huge cuts to adult social care in England will further limit hospitalsâ?ability to cope with coming winter pressures,Welfare and Quality of Life
963,5," and calls on the Government to listen to GPs and NHS staff, drop the Bill and accept the offer of cross-party talks on reforming NHS commissioning.",Welfare and Quality of Life
964,4,"That this House notes the publication of the Tenth Report from the Transport Committee on High Speed Rail, HC 1185.",Economy
965,6,That this House notes with concern the significant reduction in the level of security and border checks at UK ports of entry in the summer of 2011,Fabric of Society
966,6," and calls on the Government to publish immediately all relevant Home Office submissions to Ministers, together with the instructions from Home Office Ministers to the UK Border Agency (UKBA) regarding passport checks in the summer of 2011 and the relevant operational instructions from UKBA executives to staff and all data collected by the UKBA on the level of checks at each port of entry since July 2011.",Fabric of Society
967,4,"That this House believes that the Governmentâs policies of cutting spending and raising taxes too far and too fast have resulted in the UK economy flat-lining for 12 months, well before the recent Eurozone crisis",Economy
968,4," notes that unemployment has reached a 17-year high and youth unemployment has hit a record level of 991,000",Economy
969,4,further notes that slower growth and higher unemployment makes it harder to get the deficit down and that the Office for Budget Responsibility forecasts Â£46 billion more borrowing than the Government planned,Economy
970,4,further believes that with long-term youth unemployment up by 64 per cent. since January 2011 it was a mistake to abolish the Future Jobs Fund and urgent action is now required to stop a generation of young people being lost to worklessness,Economy
971,4," agrees with the IMFâs warning that âconsolidating too quickly will hurt the recovery and worsen job prospectsâ?and that the Government should have âa heightened readiness to respond, particularly if it looks like the economy is headed for a prolonged period of weak growth and high unemploymentâ?,409,
2011-11-09a.366.0qs5,Youth Unemployment, and calls on the Government to adopt the Oppositionâs five point plan for jobs which includes using funds raised from a tax on bank bonuses to guarantee a job for 100",Economy
972,4,"That this House notes with concern that UK economic growth is flatlining and was choked off well before the recent Eurozone crisis, that youth unemployment is now more than one million and that Government borrowing is therefore expected to be Â£46 billion higher than forecast over the Parliament",Economy
973,4," further notes with regret that the Government has failed to deliver a credible growth plan, is undermining critical industries in which the UK must compete, is failing to use strategically procurement and other tools to drive growth and innovation, and is holding back regional growth with its flagship projects mired in inertia and with most business still waiting for Regional Growth Fund money seven months after the recipients were announced",Economy
974,4," therefore calls on the Government to deliver a growth plan that provides an immediate boost to the economy to increase demand and growth, including a Â£2 billion tax on bank bonuses to fund 100,000 jobs for young people and build 25,000 more affordable homes",Economy
975,4," and further calls on the Government to bring forward long-term investment projects to get people back to work, to reverse the damaging VAT rise of January 2011 for a temporary period giving families a Â£450 boost and providing immediate help for the UKâs high streets, to provide a one-year cut in VAT to five per cent. on home improvements, repairs and maintenance to help home owners and small businesses, and to provide a one-year national insurance tax break for small firms to help them grow and create jobs.",Economy
976,4,"That this House urges BAE Systems to act to preserve the UKâs defence production skills base and, as a recipient of enormous resources over many years from the UK taxpayer, to deploy those resources in such a way as to protect the nationâs manufacturing capability.",Economy
977,1,"That this House considers that the Draft Regulation of the European Parliament and of the Council to introduce a Common European Sales Law (European Union Document No. 15429/11 and Addenda 1 and 2) does not comply with the principle of subsidiarity, for the reasons set out in Chapter 5 of the Forty-Seventh Report of the European Scrutiny Committee (HC 428-xlii)",External Relations
978,1," and, in accordance with Article 6 of Protocol (No. 2) of the Treaty on the Functioning of the European Union on the application of principles of subsidiarity and proportionality, instructs the Clerk of the House to forward this reasoned opinion to the Presidents of the European Institutions.",External Relations
979,7,That this House recognises and appreciates the valuable work done by public sector workers,Social Group
980,5," believes that they should receive pensions which are affordable, sustainable and fair",Welfare and Quality of Life
981,5,further believes that the changes announced since June 2010 by the Government are primarily for the purposes of deficit reduction rather than a move to secure the long-term sustainability of public sector pensions,Welfare and Quality of Life
982,5," notes that these changes are unfair on public sector workers who will have to work longer, pay more and receive less in their pension when they retire",Welfare and Quality of Life
983,5," further notes the findings of the National Audit Office that the 2007-08 pensions re-negotiation changes will generate estimated savings of 14 per cent. by 2059-60 and the conclusions of the House of Commons Committee of Public Accountsâ?Thirty-eighth Report of this Session on the Impact of the 2007-08 changes to public sector pensions (HC 833), that the cost of public service pensions has reduced substantially because of these changes",Welfare and Quality of Life
984,5,agrees with criticism in both reports of the failure to develop a long-term strategy for the role of pensions in recruitment and retention to the public sector,Welfare and Quality of Life
985,5,condemns the Governmentâs threat to cut devolved administrationsâ?budgets if they do not implement the Governmentâs immediate levy on pensions contributions,Welfare and Quality of Life
986,5,and calls on the Government to reverse its unfair changes to public sector pensions.,Welfare and Quality of Life
987,4,"That this House believes that the Governmentâs policies of cutting spending and raising taxes too far and too fast have resulted in the UK economy flat-lining for 12 months, well before the recent eurozone crisis",Economy
988,4,notes that unemployment has reached a 17-year high and over-50s unemployment has risen sharply,Economy
989,4," further notes that slower growth and higher unemployment makes it harder to get the deficit down and that the Office for Budget Responsibility forecasts a further rise in unemployment to 8.7 per cent., a rise in the benefits bill of Â£29 billion, and an increase in projected borrowing of Â£158 billion",Economy
990,4," agrees with the IMFâs warning that âconsolidating too quickly will hurt the recovery and worsen job prospectsâ?and that the Government should âhave a heightened readiness to respond, particularly if it looks like the economy is headed for a prolonged period of weak growth and high unemploymentâ?,404,
2011-12-14a.835.1qs4,[un-allotted half day] â?Unemployment, and",Economy
991,5,That this House notes that food prices rose by more than 4 per cent. over the last year and that an increasing number of families are relying on foodbanks,Welfare and Quality of Life
992,4," is dismayed at Government delays to the Groceries Code Adjudicator and that it has rejected recommendations by the Business, Innovation and Skills Committee and Environment, Food and Rural Affairs Committee to give it teeth",Economy
993,4,believes that the Adjudicator should have the power to fine retailers and that third party organisations should be able to report retailers for unfair practices,Economy
994,4,calls on the Government to bring forward proposals for the Groceries Code Adjudicator early in the next Parliament to ensure fairness across the food supply chain,Economy
995,4," and further calls on the Government to work with the retail sector to provide more responsible, transparent price promotions and clearer unit pricing to offer genuine value-for-money for consumers.",Economy
996,4,"That this House notes with concern that unemployment has risen to its highest level for 17 years, youth unemployment has now reached a record level of 1.04 million and the number of young people claiming jobseekerâs allowance for over six months has more than doubled since January 2011",Economy
997,4,believes that cutting spending and raising taxes too far and too fast has choked off the recovery and pushed up unemployment and that it was a mistake for the Government to abolish the Future Jobs Fund,Economy
998,4," recognises that rising unemployment and the Governmentâs failing welfare to work programmes are leading to a higher benefits bill, which is contributing to the Â£158 billion of additional borrowing announced in the Autumn Statement",Economy
999,3," further notes reports that multi-million pound bank bonuses are set to be paid out this year, even in banks where the share price has almost halved",Political System
1000,4," and in view of the most recent figures on unemployment, calls on the Government to take urgent action to kickstart the economy to promote jobs and growth and to reconsider its refusal to introduce a tax on bankersâ?bonuses this year, in addition to the permanent bank levy, to fund 100,000 jobs for young people.",Economy
1001,4,"That this House notes with concern that the recent Bank of England publication, Trends in Lending, shows that net lending to businesses has fallen in nine out of the last 12 months and by more than Â£10 billion in the last year",Economy
1002,4," further notes that a Department for Business, Innovation and Skills report published on 2 February 2012 states that the stock of lending to small and medium-sized enterprises peaked in 2009 and in November 2011 declined by 6.1 per cent. compared to November 2010, whilst banks were frequently setting bonuses for their senior executives which were too large",Economy
1003,4,believes that bank executive remuneration should be related to performance and that banks either directly or indirectly supported by the taxpayer must recognise that the taxpayer expects very large bonuses only to be paid to reflect genuine exceptional performance,Economy
1004,4," notes with concern that the Government has not given due consideration to repeating the bankersâ?bonus tax, in addition to the bank levy, to pay for 100,000 jobs for young people",Economy
1005,4," calls on the Government to increase transparency, accountability and responsibility in the setting of pay in the banking sector, including through the immediate implementation of the Walker Review on corporate governance, and the placing of an employee representative on the remuneration committees of company boards",Economy
1006,4,and further calls on the Government to reform the banking sector so that it better supports businesses and provides the credit they need to create jobs and growth.,Economy
1007,2,That this House calls on the Government to respect the ruling by the Information Commissioner and to publish the risk register associated with the Health and Social Care Bill in order to ensure that it informs public and parliamentary debate.,Freedom and Democracy
1008,4,"That this House believes that next monthâs Budget should include a real plan for jobs and growth in order to boost the stalled economy, help hard-pressed families, pensioners and small businesses, bring down unemployment, and so ensure that the deficit is brought down and done so in a fair way",Economy
1009,5," notes that while the banks are receiving a tax cut this year, the Institute for Fiscal Studies analysis shows that families with children will lose an average of Â£580 per year from tax and benefit changes coming into effect in 2012-13",Welfare and Quality of Life
1010,5," further notes that up to 200,000 couples with children who work part-time face losing all their working tax credit of up to Â£3,870 per year from April 2012 if they cannot increase their working hours to 24 hours per week, further squeezing family living standards",Welfare and Quality of Life
1011,5," further recognises that, in addition to ending the principle of universal child benefit, the Governmentâs unfair and ill-thought-through changes to child benefit will mean that a family with two earners each earning Â£40,000 would keep all its child benefit, but a single-earner family on Â£43,000 would lose it all, at a cost of Â£2,450 per year for a family with three children",Welfare and Quality of Life
1012,5," and calls on the Chancellor to use extra revenue from tackling tax avoidance to cancel his changes to eligibility rules for working tax credits and announce in the Budget an immediate and urgent review of his changes to child benefit, to report before they come into effect in January 2013.",Welfare and Quality of Life
1013,6,"That this House welcomes the Director of Public Prosecutionsâ?Policy for Prosecutors in Respect of Cases of Encouraging or Assisting Suicide, published in February 2010.",Fabric of Society
1014,3,"That this House believes that the Secretary of State for Culture, Olympics, Media and Sport should be referred to the Independent Adviser on Ministersâ?Interests to investigate whether he breached paragraph 1.2c (giving accurate and truthful information to Parliament) and paragraph 3.3 (responsibility for his special adviser) of the Ministerial Code.",Political System
1015,5,That this House urges the Government to promote the right fiscal and regulatory framework to accelerate green growth as an intrinsic part of the UKâs economic recovery strategy.,Welfare and Quality of Life
1016,7,"That this House supports wholeheartedly the work and actions of the Air Ambulance Service nationally, and all the individual crew members and staff, who provide an outstanding service to people up and down the UK",Social Group
1017,6," notes that the Air Ambulance Service is a charitable organisation, funded by donations given by the general public, and without any direct funding from Government",Fabric of Society
1018,6,further notes that the Air Ambulance Service has saved successive governments millions of pounds,Fabric of Society
1019,4," notes that the Air Ambulance Service provides an emergency service similar to the Lifeboat Service, and that the Lifeboat Service has been excluded from the EU VAT Directive on fuel costs since 1977, whereas the Air Ambulance Service has been required to pay for VAT on fuel",Economy
1020,4,notes that successive governments have failed to provide a rebate or exemption to the Air Ambulance Service for this VAT,Economy
1021,3,calls on the Government to conduct an urgent review of this situation,Political System
1022,4," and further calls on the Government, in the next 12 months, to consider providing for grants to the Air Ambulance Service commensurate to the sums incurred by the Air Ambulance Service for the VAT on the fuel they purchase, and to publish the outcome of that review within this timescale.",Economy
1023,5,That this House regrets the growing gap between Ministersâ?statements and what is happening in the NHS,Welfare and Quality of Life
1024,5," notes mounting evidence of rationing of treatments and services by cost, despite Ministersâ?claims to have prevented it",Welfare and Quality of Life
1025,5," further regrets the increasing number of cost-driven reconfigurations of hospital services, despite the Coalition Agreementâs promise of a moratorium on changes to hospital services",Welfare and Quality of Life
1026,5," further notes growing private sector involvement in both the commissioning and provision of NHS services, contradicting Ministersâ?claims that the NHS reorganisation would not increase levels of privatisation",Welfare and Quality of Life
1027,5," recognises that, according to the Governmentâs Public Expenditure Statistical Analyses figures, actual Government spending on the NHS in 2011-12 fell by Â£26 million, the second successive real-terms reduction in NHS spending, following a reduction of Â£766 million in the Governmentâs first year in office, in breach of the commitment in the Coalition Agreement",Welfare and Quality of Life
1028,5," believes the Governmentâs decision to reorganise the NHS has distracted its focus from the financial challenge, with seven out of 10 acute hospital trusts in England missing savings targets in the first half of 2011-12",Welfare and Quality of Life
1029,5," calls on the Government to take action to prevent rationing by cost in the NHS, based on the evidence presented",Welfare and Quality of Life
1030,5," and further calls on the Government to honour pledges on NHS spending in the Coalition Agreement, and the commitment that future savings will be reinvested into the NHS front line, and to return at least half of the underspend to the Department of Health budget.",Welfare and Quality of Life
1031,5,That this House notes the growing crisis in adult social care,Welfare and Quality of Life
1032,5," welcomes many of the proposals in the Care and Support White Paper including national minimum standards on eligibility, stronger legal rights for family carers, portability of care packages and improvements to end-of-life care",Welfare and Quality of Life
1033,5," notes that many of these ideas were proposed by the previous administration, but believes they are now in danger of appearing meaningless without the ability to properly fund them",Welfare and Quality of Life
1034,5," is concerned that the Government is considering a cap on individual costs as high as Â£100,000",Welfare and Quality of Life
1035,5,is committed to the important Dilnot Commission principle that protection against the risks of high care costs should be provided for everyone,Welfare and Quality of Life
1036,5,and calls on the Government to honour the commitment in its 2010 NHS White Paper to introduce legislation in the second session of this Parliament to establish a legal and financial framework for adult social care.,Welfare and Quality of Life
1037,4,That this House notes that England faces a housing crisis,Economy
1038,4," further notes with concern that housing starts, including for affordable housing, are down, and that homelessness and rough sleeping have increased under this Government",Economy
1039,4,further notes that the collapse in house building and contraction in construction are a major cause of the double-dip recession,Economy
1040,4,believes that the Government needs to take urgent action to get the economy and house building going again,Economy
1041,4," and calls on the Government to introduce a tax on bankersâ?bonuses to fund the building of 25,000 additional affordable homes, to bring forward infrastructure investment, including for housing, and to cut VAT on home improvements, repairs and maintenance to five per cent for one year to help homeowners and create jobs.",Economy
1042,6,"That this House calls on the Government to take all necessary steps to reduce immigration to a level that will stabilise the UKâs population as close as possible to its present level and, certainly, significantly below 70 million.",Fabric of Society
1043,4,That this House recognises and supports the contribution of community hospitals to the care of patients within the National Health Service,Economy
1044,4," requests the Secretary of State for Health to commission a comprehensive database of community hospitals, their ownership and current roles",Economy
1045,4,and believes that the assets of community hospitals should remain for the benefit of their community while allowing them greater freedom to explore different ownership models.,Economy
1046,5,That this House notes that the Universal Credit is late and over budget,Welfare and Quality of Life
1047,3,recognises that there is widespread unease surrounding the implementation of the Â£2 billion schemeâs IT system,Political System
